twitter_id,bio,types
626055112,"Dreamzen ♡
Multifandom y multipendeja. INFP/ Eneatipo 5/ Géminis🌸
Fanarts: @FatsyArts_                       
YT: fosterfoster
Wattpad: fosteerfosteer",INFP
1112592170970546176,กี้ (แอครอง)​ | INTJ | multifandom ลงงานวาดบ้างประปราย art acc @Juridha หวีดdm,INTJ
843094888912752640,Daisy | 32 | She/Her | 🏳️‍⚧️ | BLM | Graphic Artist and Twitch Streamer | Member of @VarietyBeans | Taurus | ENFP | I make monsters | Opinions are mine,ENFP
1122047371779559424,"🇵🇭• stan account •INFJ•  1st year Med student; who never thought he'd be this deep into BTS, but here we are • Oh and I swing both ways 💁🏽‍♂️",INFJ
46128164,▲ infj ▲ slytherin ▲ she/her ▲ ask me my opinion on something and you'll get an essay ▲,INFJ
1077747664261910529,"23, He/Him, ENTP-T, #MasterDebater,concept art aspirant, shitposter, 🐰bunny enthusiast🐰, and bad at drawing (shitty art account: @GoldMadeSasha)",ENTP
20567249,25+ | ENFJ | Capricorn | Quarantine Born Chef & Baker | YoI/BTS/🍌🐟 | ✨✨| always crying.,ENFJ
1146286825721516032,Entp | CS student | lifeless | nerd | feminist | I wanna be a cat,ENTP
993553784537264128,🧡 Every day is a good day to be alive 🧡 • infp-t • Kayaker • All-Around Nerd • ADHD(er) • Doing my Best • she/her,INFP
2414175164,MaiTaKie | EN/TH | Gentleman Style | INFJ-T | Gamer + Artist | WINNER | ONE PIECE | always l8ks at Y8N,INFJ
780222723767185408,meishiro - she/her - 🇨🇦 - 24 - INTJ - Fanart Artist - Do Not Repost/Take - Warning: OC X Canon Content - Bleach Centric - Retweet Heavy,INTJ
140993672,"Celiac, DH, Ehlers Danlos Syndrome & dysautonomia, part-time wheelchair user ♿/INTP 5w6/ TLOZ🎮/Johnny's♥",INTP
83371047,old hollywood lover 💎 • middle aged & old women trash™ • british telly enthusiast ✨ • infj • ♏ • ⚢ || meryl streep ♥️ • lilli palmer 🌸 • stevie nicks 🌙,INFJ
915923843130253312,🔞 SFW/NSFW art blog 🚫 NO MINORS ⚠️ Mostly OCs! Fiammetta (she/her) . demisexual/heteroflexible . 25↑ . ITA . INFPT-T Artist/Visual storyteller @filthyfigments,INFP
1008806690949681152,21 y/o - She/Her - Ace - INTP - 5w6 - fan account - still a big multi,INTP
1240784110156681222,"ceara
26
infj/ gamer/ art lover/ tattoos & piercings/ writing/ metal gear / castlevania
taking it a day at a time.",INFJ
4232524509,INFP-T || Graduate 👩🏻‍💻 #IAU || '95 || Slytherpuff || Emberling || Reader/Dreamer/Slacker/Nintendo🔱 Never dwell on the past 🔱,INFP
1150786219409858562,"am Maciek • he/him • ENTP • 5w4 • 584 • ILE-2Ne • sx/so • PL/EN/JP/FR • linguistics, VOCA/UTA, VTubers, typology & politics • @klueless_kisa ♡ • icon: @bulkybun",ENTP
893557400996896768,Hobbyartist / Lv 22 / INFP / She/Her / Concept Artist for @GameEDofficial / Header by @chershireH ♥ / PfP by @spruudl / ArtAcc: @SomnialaA,INFP
512007282,"INFP / if you looking for something exhilarating, you’re in the wrong place.",INFP
813684738409934848,I matter. INFP 💜 fan acc. @bts_twt,INFP
263027536,🌈 ISTP ; MXTX's📚 〆 @BTS_twt ☁️PUBG,ISTP
899085178060058625,『もっと 強く、そう 強く』 Lvl. 18. (ISTP-T 3w4) @mirunee2 my bestie! ESP🇪🇦//ENG🇬🇧. Read carrd byf. Cutie♡: @_Reirin_ (15/06/2020) 🏳️‍🌈LG(BTA)+🏳️‍🌈 (They/She/He),ISTP
3197829937,"She/Her, ♌, Ace, Mexican, 20, INFP,🍌🐟,🏐
I've sold my heart and soul to Banana Fish
@amonn1a 's cowgirl 🤠💖
Danmei acc @GHualian
⚠️Sometimes: nsfw, spoilers",INFP
2223506730,"INFP 4w5  | Dark humour | Emotional 
| DayDreamer | Atheist |  #AntiHero",INFP
1320326430,| 23 Y.O | | infp | | movies ~ | have a nice day,INFP
52046171,"♑️ / INFP-T / French #cinephile in her 20’s 🎬 Studied Eng/Am literature, civilisation + linguistics📚 Overthinker 💭 I love #dogs more than I love most humans",INFP
4884632657,elu/delu they/them • ♍ • ISFJ • Yoongi stan • ot7 • ACAB BLM • Underage please no 🔞 content. • Não binário,ISFJ
81115052,"INFP-T 🌼
Makes art to be happy / 
TR & EN
https://t.co/dA7PkZQNAq",INFP
992439484569571334,"🇮🇹 - ISTJ - 27 years of pettiness - Aries (and proud 😌) ♈ 
MONSTA X~BTS~ONEUS~ATEEZ~Stray Kids~MCND~NOIR~SF9 🎵",ISTJ
1068241108004671488,"25. Leo ♌. INTP. Type 5. @m2bdancecover. Ed altre cose meravigliose.

170809 180620 181017 190703",INTP
698850825649520640,| #RedVelvet • #웬디💙 | #IZONE • #안유진💙#조유리🧡#김채원💚#김민주⚪ | rt A LOT | INFJ  | 🏳️‍🌈 |,INFJ
3115811383,Social Media Specialist .. Knowledge Seeker #JapaneseCulture #嵐 #キルア💜 #Overwatch #AppleUser #TechHolic #INFP,INFP
52234901,"addicted to love stories

🇧🇷 • ♌ • INFP • ravenclaw • multifandom trash • kdrama fan • please respect Taylor Swift and my favorite characters around here ;)",INFP
88602791,"INFJ // LnF 💜💎 // She/Her
(header by @rainylune)
https://t.co/M4wuZ7rDD4  ● 
https://t.co/Lgk2v5UI0m",INFJ
2425886054,zibilyon tane şey // intp 5w4,INTP
1069885023237488640,"Lover of video games (AC:NH, FFXIV) nature, and kindness. Psychology nerd. A bit witchy🌟 INFP, 9w1 🌈 日本語が分かる〜",INFP
31011456,"Reader, artist soul, world's okayest cat mom. ❤  🇧🇷 | 🇺🇸 INFP, she / her, bi & demi🌈",INFP
1056677661341376513,bodia // INFJ =/,INFJ
110482275,31 | ESP/CAT/ENG | INFP | 💖💜💙| 8 years in  🇬🇧 | #Greentea addict 🍵 | GATOS 🐈 | Midwife 👣 | Meowtcha Island at #ACNH 🍎 Switch code: SW-6984-4238-4688,INFP
1008304856115933184,she/her • fr/eng • entp-t :) if you’re racist just stfu,ENTP
803731090452185088,"⊰ 20. ˹EIS 6°QA˼ ･⋮ ▸ ʟᴇᴏ sᴜɴ ﹔ ❛I am just the way it is, a piece in this world.❜ ‧₊˚✩ ᴄᴀᴛ ᴘᴇʀsᴏɴ. ➤ #SɪʙʟɪɴɢsGᴏᴀʟs ‧₊˚✩ INFJ",INFJ
552346843,"20⬆️ IND - ENG
🔞
🍀Multi Fandom
belong to INFJ - Ravenclaw house
💜Currently obsessed with Twisted Wonderland, KNY, FE3H
📺DCU/TWD/SPN
💕JRPG/BL
📖 TSC series",INFJ
1686505836,"|| courage, dear heart. || INFP-T || 🦩",INFP
1157373350110539777,"It’s only forever, not long at all. | INFP, Hufflepuff, Scorpio, traveler and dreamer | she/her | fan account",INFP
753310280692686848,• fan account • cristã • infp •,INFP
57293864,"Day6 - SKZ | INFJ-A. Music student/student composer 🎹🎻✨
She/her",INFJ
1003501151457890304,"23, enfp, me dedico a dibujar puntos y rayas
nací por mi madre moriré por haikyuu y min yoongi",ENFP
733077224245592067,"INFJ | 29 I Gamer | Bi-ace | 4w3 |
she/her | Co-host of #TheWritingCellar | #dragonhatchlings | rep: @litagentkelly |

tony stark deserved better",INFJ
2321836746,21 | Sikolohiya | ISTJ | Antihero | Gamer | Slytherin | Position 4/5 | Semper invicta | DOTA 2 ID: 166004483 | Views are my own,ISTJ
4723615230,🏳️‍🌈infp ; -- support human rights | fuck patriarchy & capitalism🌹• เลิกติ่งเด่กหลงตอนเข้าท้อปร้อยเมล่อน,INFP
1476704832,"👋🏼 Hi, I'm Nana 🌈// aggressive💥// mostly tweet in thai & out of context // 13 yrs // INFP🍃// ENG acc @dontawitlaiman1",INFP
1087063253946109952,"» Lavia/Agnes ♀️ | 24yo | 2w1 | ENFP-t | PL/ENG | 11.05 💚 @cheehiiro 💚💚💚
» big #ritshou trash 
» post fe, idv, mp100 and jjba, memes, mbti and my arts",ENFP
802392699013763073,"|| 🇵🇭 - INFJ - 💖💛💙

|| constant mood: design and nap

|| current aesthetic: 🌱 & 🍹

|| currently: trying to make a living pls",INFJ
1152561682104934401,"hobby artist || she • 🐑 • INFJ • demiromantic ace || 
Deutsch/English/Magyar/日本語/العربية || 𝒩𝒮𝐹𝒲: @valk_too_stolz
🚫 ＤＯ ＮＯＴ ＲＥＰＯＳＴ／ＱＲＴ ＭＹ ＡＲＴ 🚫",INFJ
1082231795867967488,90s child🧸 | INFJ | DPT pregraduate 👩🏻‍⚕️| Member of @PT_PNU ✨|,INFJ
942002741617991680,"infp, she/her",INFP
1003218846982033408,"(I might be zerolingual at this point.) Lily, 20, INFJ, They/She // @Under_theSnow’s personal account // 🍓🐰推し // Please feel free to dm or interact ╰(*´︶`*)╯♡",INFJ
2827272862,"22, isfp, slytherin // cancer ☉ aquarius ☾ virgo ↑ // she/her (o in alternativa “testa di cazzo”)",ISFP
606096261,ahga🐤madei🍋 INFP🌼,INFP
978286535014416384,Physics undergrad ❤️💚🌻 || Math enthusiast na sabog at heart || intp/infp,INTP INFP
890214007998513154,"MILE | TH/ENG ok | INFP | DEC61|
Interested in Concept art & Illustration
🚫please do not repost my art",INFP
1022286748968206338,"21, INTJ, bisexual. she/her. MDZS & CQL. Monsta X. BTS.",INTJ
951698623951134720,"Breathing music 🎸 OT5 SHINee from 2011.
ENFP 4w3.
Hard + soft fan.
Band-Aid.
NSFW. S💋W Ally.
🔥 'Do not try this at home.' 🔥",ENFP
839523684901597184,| fan account #최승철 I’m going to always be here with you and love you 🌻ㅣ #캐럿 #세븐틴 | 캐럿 4기ㅣINFPㅣshe/her l @FR0GTEEZ ♡,INFP
1409174562,"ςσυятиєу αмαи∂α  (ノ✿◕‿◕)ノ 22, She/Her, Ace! 💜 I LOVE AKIREN P5 💜
Anime and viddy games!!!
(ง’̀-‘́)ง INFJ ×Not spoiler free, RT heavy× @CourtneySadMan",INFJ
87162344,"ESFJ Musical Lover, Dream Catcher OKUS32 LAWTU50 TGA50",ESFJ
206962935,🍳Artist/ Pisces/ INTJ/ GBF/ Sidorica/ Shadowverse/Tkrb/ SinoAlice🍳,INTJ
242666535,"ISTJ. no call pls, text only sheesh",ISTJ
1067206099542130688,"I’m emotional. INFP, 21, trans girl Help me. HRT since 7/31/19 Oh and i love bunnies, and im trash. i play a lot of games~ FFXIV: Koyomi Satellis@Balmung",INFP
1172590479088615424,"🌵+🌏🌙+🤟🏼🥚+🐧+🥇👶+🗝️= 💖💖💖💖

~she/her~ ISFP-T",ISFP
982683243458781184,ENTP/Chaotic Neutral/🅱️ass/♊♎♍,ENTP
1183763205434138626,"Slytherin and Ravenclaw chaos all mix into one.

















20 • INFJ-A  • Bibliophile • Marine Biology",INFJ
1233198873474150402,| booktuber 📚😌 | aspiring writer🖋| she/her🏳️‍🌈 | scorpio✨ | E/INFJ🌿 | neuro ICU/trauma nurse🧠💉 | BLM | 📨 sydneymorrow9@gmail.com,INFJ
915442886673547264,Pun | 20 ↓ | INTJ-T | EN/TH ok! | 🇹🇭 | Header by Kumasun | ✨Kise-KNB ☔️Given ❄️ToG,INTJ
1079210621038706688,#Rp × #Stan : infp + 20 + ♌︎ + ѕhe / her + destiel » ( student & writer ) — “ we are better together ” 💫  — demisexual demiromantic,INFP
589175667,intp: proofreads social media posts for fun.,INTP
1089418273588797441,fan account ✨ ‘99 esfp-a ✨ ina,ESFP
4824483844,😈🌟The literal devil - 🌟 ENTP - Aquarius 🌞 Sagittarius 🌙 Cancer ⬆️ - she/her - 31 y/o - I am a trash mammal and a terrible swan princess 🦢,ENTP
1029464334391488518,liz | 31 | she/her | ☼♐️☽♎️↑♌️ | infp-t | 🔞 | 엑소 • 백현 · 세훈 · 종대 | 레드벨벳 • 슬기 · 아이린 | 소녀시대 • 효연 | https://t.co/H6tW24jZJk (fan account),INFP
2897719822,a brazilian who lives in japan but cannot speak japanese || INTP-A || 5w6,INTP
137434691,she/they | 28 | 🇭🇹 NYC raised | INFJ | Anime Fan | cosplayer | biz questions: ellyghere1@gmail.com | cashapp: $ellyemgee | ig: ellyemgee | art: @ellynokonbini,INFJ
215367645,the grass is greener where you water it. watch me bloom. ♌️ ΑΦΩ FA ‘14 💙💛 INFJ. she+they.,INFJ
67271172,"A rabbit who draws |INTP|ハマ女|✨Likes:HypMic|TKRB|P5|SnB|O;9|B3&B|HnK| Plays: デスチャ and Arknights
https://t.co/hPwQQ41YFV 
🛒https://t.co/pCDbZ8qzoy",INTP
714966986820755456,"teenage fantasy....
infp...",INFP
1247264089333796864,Mother of 5👩‍👧‍👧 Lover of books📚Hijab hoarder🧕Nature lover🌲🍂Faerie of the Autumn court🧚‍♀️ISFJ. 6w5. Potterhead⚡,ISFJ
716854208574701568,"I love you, Julian Blackthorn. I love you more than starlight. | ela/dela | 🌻 INFP 🌻 | 33/30 📚",INFP
2439087616,der anfang ist das ende und das ende ist der anfang. • infj-t 4w5 @badpostanne,INFJ
1090553633748455427,"— she / they !! minor. currently in 
    school. wlw. slav. orthodox christian.
— intj-t. rloei. 5w6. sp/so. 513. ♋♋♑.
— writer. guitarist. lover of psychology.",INTJ
737846151227936771,"Hindustani🇮🇳|
Awoke Hindu|
Jai Shri Ram🧡|
Bookish INFP-T| Sanghi | NaMo😍|
ಕೃಷ್ಣಂ ವಂದೇ ಜಗದ್ಗುರು🙏|
ಧರ್ಮ ಸಂಸ್ಥಾಪನಾರ್ಥಾಯ ಸಂಭವಾಮಿ ಯುಗೇ ಯುಗೇ| Hindurashtra❣️",INFP
332052627,☁️24 | she/her | INFJ |☁️🤍,INFJ
588747473,"Observer of souls. Stargazer. Photographer. Writer. Labels help you find your tribe. INFJ. Interested in HR, Psychology.",INFJ
1185259974068490240,"i wanna breathe But how heard it be in this darkness, tired of being tired... i wanna die if i ever had a chance to...
#ESFP",ESFP
1187205324328992769,"🌟Truth Seeka 🌟 Psychology, Philosophy, Spirituality, Metaphysics, INFP, Enneagram 4w5-SP, Life Path 7, Taurus ☼ Pisces ☾ Aquarius ↑ Leisure Artisté 🪐🦎",INFP
509142211,"I define myself. No apologies.

intj",INTJ
771840157,"Microbiologist 





SILENT HILL 


INFJ",INFJ
1049714868,INTP 5w4 ♈️♓️♏️,INTP
953726879017684993,#ESFJ,ESFJ
37215250,vegan-lipped ISTP in doc martens sippin' a cuppa,ISTP
4569635607,"أهتم بـ ‎#علم_النفس
‎#تجويد
‎#ENTP
‎#رياضة_قتال
‎#مقارنة_أديان
‎#أكشن
‎#علم_جنائي
‎#أسلحة
‎#فن
‎‎#طبيعة
‎‎‎#احتمالات",ENTP
1117509366914195458,"The Tea Drinker, Pretending to be wise.

And yes! Crazy enough to have The School of Athens as background picture. Totally unjustifiable.

ENTP",ENTP
389515022,#INFJ #HSP #adopted #onlychild #emptynester,INFJ
1146802794487324672,Lvl 27 intj | Valerie from V for Vendetta | Part of the journey is the end,INTJ
600447820,"⚡️Full of Sound and Fury, signifying nothing ⚡️INFP               ⚡️She/Her/Hellish",INFP
901541314382180352,"#intp 
introvert intuitive perceiving thinker. #ai #realityprinciples Just thinking. The herd is not the truth, #individual #perception art and science",INTP
1114231215580688384,"If you need to hear it, I will tell you... #ENFJ.   Proud to be blocked by narcissistic asshats.",ENFJ
1100000055082262528,"Aspiring Python Fullstack Web developer |
CS student @ FUTA |
INFP |
Pisces |",INFP
1037404440482000898,She/Her ✨ aromantic/asexual 🏳️‍🌈🇺🇸 Slytherin 🐍 Gemini ♊️ INFP Be careful,INFP
1047274544204042241,Welcome to the dark side. #ESTP,ESTP
861832036264194048,Love me a little chaos | eng・id・jp | #entp 7w8 sx,ENTP
1110216638220197889,"Fantasy Writer | Cats, RPGs, Anime | INTJ | #Critter | I read to travel across this world and others | To God be the glory 🙌",INTJ
932991496038600704,A lvl. 27 intj | Valerie's letter | 🌌🔭🎥✏ | Currently reprogramming my brain lol,INTJ
1400251008,INFP🧘‍♀️🎶 | hopeless romantic | finally a free spirit | CARPE DIEM ..,INFP
1104873561754423296,A strong & resilient INFP ♡ HSP ♡ EMPATH ♡ Awakening Women to Wholeness Worldwide 😌🌸 🐛🦋 insta: grlpwryea,INFP
942150285287411713,INTP. || Wrap yourself in petals for armor.,INTP
83261933,"The fly in your ointment. The wrench in your perfect plan. 
INTP-T | 5w6 | Profoundly Profane",INTP
916281979716407298,Student in #PSMMC (Respiratory Care). Feeling robotic. #INTP,INTP
346338093,Walking conundrum. Taurus. INFP.,INFP
886898750081257474,"amateur poorfreader

#WritingCommunity #ENTP #DallasCowboys #Fish #Reptiles #SupportWriters #SupportMusicians",ENTP
3435332321,"A million dreams are keeping me awake. // INFJ

https://t.co/GchreyBv36",INFJ
1090590584144683009,•| INFJ (Advocate) | astrophile ⭐ | writer 📕 | Dreamer 🌃 |• a traveller who came from a distant magical land and here to tell you her story 🌸,INFJ
510015160,#معمارية/#مصممة/#ماذا_تقرأ / #INTJ ﴿ولا تيئسوا من روح الله﴾ 💜,INTJ
2580661270,"ENFP 🌊Ocean Weeb🌊, love everything related to ocean. ⚓Anchorphiliac⚓ and HMS Repulse fan. Ask me anything : Also AL/KC RP Acc 🔞
-Languages:🇪🇦🇺🇸",ENFP
