,twitter_id,bio,types
460,1025930430925529088,INFJ 5w4 - arizona state alum,INFJ
461,468488655,"INFP;  love Tolkien, C. S. Lewis, Christmas, books in general, good music... I don't agree with everyone but it won't stop me from loving. It didn't stop Jesus.",INFP
462,19945789,write your own success story 😘. 🏒🥅⚔️💛🖤❤️ #GoKnightsGo #OMY75 #CupIn3 #INFJ,INFJ
463,1447824834,Science Nerd | Optimistic Nihilist | INTP | MtG Commander Player | Liberal Degenerate,INTP
464,508047876,"Crime Fighter, Normal INFJ, Dog Lover, Texas Tech and KC Chief Fan, fitness nerd",INFJ
465,1087423118719807488,INTP,INTP
466,1152309991468089345,"MBTI character analysis                      
 https://t.co/wIlab8fpfh                    
Consulting Strategist                                             -INTJ",INTJ
467,1079026534894186496,Artist | Poet | Achiever | INTJ 5w6 📖🔎🧠,INTJ
468,777141707217444864,#MBTI #ISTP #PercyJackson #TheMentalist #Riverdale #GoT #Friends #Sherlock,ISTP
469,1000778662369607680,"25. INTJ 5w4 sx/sp. 🇻🇮 Born and Raised. Gamer. Weeb. Nerd. Cuddler. I be wilding with the shit I share tbh. Apparently, I look like a turtle 🤷‍♂️.",INTJ
470,1112998336930418689,22 | SHE/HER | ENFJ | ♌︎☉- ♈︎ ☽ - ♑︎ AC | Social Anthropology Major,ENFJ
471,147249976,Kat. INFP. Psychology major. Constantly in an identity crisis. Always eager to learn. tw = depression,INFP
472,756298757478625281,"{The INFP} Unconventional, Ethereal, Creative, Empathetic, Visionaries, Lovers, Dreamers. Also kind of crazy.",INFP
473,521349005,INFJ • HSP • Empath • Pisces • Omnist • Thalassophile • Nemophilist • Reader • Traveler • Photographer • Tweets: https://t.co/ElRqInhLQe,INFJ
474,1496148877,Southern Woman with Southern Charm | Mrs. @Gmsiwulff | More moonlight than sunshine. Writer|INFJ|Gemini Sun & Aries Moon,INFJ
475,3439579875,"Christian, #INFJ, blogger, Master's in Rhetoric and Writing student, and full-time nerd who loves #StarWars",INFJ
476,1149798059137740800,"enfp, honestly i hate twitter",ENFP
477,3183918071,INFP. Wide-Eyed Wanderer. Hopeless Romantic. Nostalgic Bookworm. Catholic. Whimsical Daydreamer. Virgo. Bi 💜Insta: infpprince & kolt17 🧜🏻‍♂️🤴🏻⛪️🐕🇺🇸,INFP
478,851537244,ISFP,ISFP
479,18590239,INFP - Barefoot Adventure Runner - Fruit Centered Vegan,INFP
480,13741382,Final boss. Writing like I’m running out of time. Mother of doggos. Always improving. Black Lives Matter. #INFP #4w5 #FilAm #Hapa 🇵🇭,INFP
481,1029970088269557760,"humanist, poet, vanguard & guardian, INFP-T 🍵 ✨ no matter what you call me capitalize the “B”",INFP
482,1110390588887715840,7.17.17 • intp-t •,INTP
483,1137162299888820227,Very legal and very cliche • #SupportSurvivors 💜 :) #ISTJ,ISTJ
484,1121170194611806208,"“I am not throwing away my shot” ✨🌺 ~ ~私はより良い未来を夢見ています。🍃🦁 [ENTJ] ~ [731] 🐾 A veces digo que la gente no me entiende, pero es que no me entiendo ni yo. 🍀🌻",ENTJ
485,811248826363285504,(Age 26/ISFJ) • An avid gamer • Twitch Affiliate • Disney Nerd • Kingdom Hearts Fanboy • I'm the positive guy who gets overly excitable about everything!,ISFJ
486,28628834,مرشد مهني و أسري ، خريج هندسة @kfupm خريج خدمة اجتماعية @KFUNIVERSITY #ESFJ ممارس معتمد لمقياس أنماط الشخصية #MBTI للمستوى العام و التفصيلي سناب RA77ALL,ESFJ
487,3000380267,"""Dans un univers passablement absurde, il y a quelque chose qui n’est pas absurde, c’est ce que l’on peut faire pour les autres.” // ☯️🎶🎨🌏 〰️ ENFP, Aquarius.",ENFP
488,715333075085832193,"Not too much to say...Naturally, I joined Twitter. INFJ 4w5",INFJ
489,4052034554,¿Cuánto aprendiste? ¿Cuánto amaste?🌑Musician🌑Anime enthusiast🌑Catholic 🌑INTJ 6w5 🌑,INTJ
490,782278757147029504,"Mother. Positive thinking. Nurse. Army brat. Neighborly INFJ. Nature, science, reading, learning about people and cultures, languages, science fiction & art.",INFJ
491,1144670200912142337,Christian/wannabe writer/wannabe gamer/MBTI nerd/ESFP/Ravenclaw,ESFP
492,96972239,#REALTOR EXP REALTY | Certified #LifeCoach | Best Selling #Author: |  Award Winning #Radio Host: #BestPeople We Know Show! ♥ RT'd by @RealDonaldTrump!,ESTP
493,922093409745039360,ECLECTIC || INFP 9w8 || Main: @AffogatoManiac,INFP
494,816581889943158786,"Refuse to buy into the bullshit that ENTPs must be irresponsible, scatter-brained procrastinators. Pre-order PRODUCTIVITY FOR ENTPs now! https://t.co/Q9lLmgyAxT",ENTP
495,1147705890033872896,"Starting over again. Getting rid of all the things that were making me sick. 
#ENFJ",ENFJ
496,149203194,"i'm mom • extracelestial dreamer✨• INFJ 4w5 sx/sp • life path 11 • bpd, bipolar, ptsd, adhd — biz@kerriqueen.co",INFJ
497,4913324057,"I am 19 years old Czech IT student. Learning stuff around .Net atm. 
I am Furry, Brony interested in Jungian Psychology (MBTI) and My type is INFP. Pansexual",INFP
498,116518019,#Ecotourism #WildlifeRehabilitation #INFJ /|\ Socially awkward and a bit of a weirdo,INFJ
499,706568394,ISFJ | SenSItive FEarful TIred NEigh | jigsaw of feelings | occult nerd | nostalgic hyper-vigilant | 靈魂深處,ISFJ
500,2486325236,my personality is 1/4 John Mulaney standups | she/her | ISFJ 6w🤷🏻‍♀️ sp/so,ISFJ
501,719543236403060736,"Voice Actress | #ENFP | ""Sticks and stones may break my bones, but words can break my heart.""",ENFP
502,1144102731226832896,I have no idea what I’m doing. INFJ 4w5. Artist. Mostly human. BLACK LIVES MATTER. Biden2020. unfiltered. https://t.co/C6OpPfr5Bl https://t.co/YQVdODqgrQ,INFJ
503,911993561222123522,A a serial meditator in the tranquil pursuit of wisdom. ## HSE! 2w1 + ENFJ with a twist!🥰🥰🖖🏼🖖🏼🥰🥰,ENFJ
504,796441954523357184,🍂INFP . 4w5 . 20 . sx/? . mental health/body positivity🍂,INFP
505,1095023008408788993,ISFJ~fascinated with the MBTI~ lover of the outdoors and all things health and fitness~gamer,ISFJ
506,777433007791546368,My therapist asked me to talk to the chair...so here I am.  #esfj #2w1 #2w3,ESFJ
507,849294690650337280,Faith that is tangible. #INTJ 5 Sp,INTJ
508,2703798348,INFJ,INFJ
509,2858136909,INFP. 4w5. sp/sx. HSP. Proud Ravenclaw. Christian. Fairy Princess. Cats for days. Here inside my head: MBTI is one of my darlings.,INFP
510,1145303259990482949,Infj 💕💫✨🌟🍃📕,INFJ
511,745147279263170560,I notice everything 💭 Ruled by the moon 🌕 𝓲𝓷𝓽𝓾𝓲𝓽𝓲𝓿𝓮 • 𝓮𝓶𝓹𝓪𝓽𝓱𝓮𝓽𝓲𝓬 • 𝓭𝓮𝓵𝓲𝓬𝓪𝓽𝓮 💟 #INFJ -T 🌏 • ☀️♋️ / 🌙♎️/ ↑♓️ • 2w1 •,INFJ
512,891408340227506176,Cat lover. Curry and tea enthusiast. INFJ. Full-time nanny. She/her. I tweet about my cats 97% of the time.,INFJ
513,1141429541354655745,by entp gf,ENTP
514,981101496,"INFJ ❤ I write. I dream. I watch TV shows. It's the circle of life. #WritingCommunity #amwriting 

screenwriter • spuffy • btvs • fictional characters",INFJ
515,29039409,ENTP 8w7,ENTP
516,841063961835524099,Just stuff I like. Tweets français / English. #MBTI #INFJ #HSP #zèbre #hypersensible #art,INFJ
517,273068915,"I have no idea what I'm doing but I try my best. 25F, goth/punk, visual artist, band nerd, gamer, monster/bug/science enthusiast. INTJ 5w6.",INTJ
518,1144133321078657024,ISTJ-T,ISTJ
519,989768126,"LDS follower of Jesus Christ, INTP 5w4 leonine autodidact polymath mugwump fantast flâneur gastro-biblio-cinephile husband dad CalifornUTexan #UnusualAmerican",INTP
520,785867913664143361,amid typos and truths | a morning person wannabe | INFP | 4w5 sx/sp | she/her 🍂,INFP
521,1026033524,Ae: 23 . intp | RPm 🇵🇭,INTP
522,1046557890788642816,"midwest gal interested in nature, art, learning, laughing, books, life musings, curiosity & MBTI/#INFJ.
☀️",INFJ
523,107430306,English/German. INTJ-T. 1w2 so/sx .tritype 1 2 5.Bookaholic. MBTI-Enneagramm-Nerd. BDSM (Switcher). Thoughts and storys of life.,INTJ
524,1123554177723129858,I rarely tweet. I don't stan anyone. Here to kill time in between obligations. [Libra Sun // Gemini Moon // ENFP],ENFP
525,415571851,"Tick tock, anyone seen Cap'n Hook?! Myers Briggs INFP; value happiness, honesty & inner beauty; hate vanity, arrogance, and those who judge by appearances.",INFP
526,2258302771,"INTJ, 5w6, Sociology BA - I spend most of my time on here interacting with issues of Religion, Sociology, the Enneagram, Myers Briggs, and Rural America.",INTJ
527,1240183622,A girl is going to be someone. | MBTI: #INFJ | Socionics: INFp (IEI) | 9w8 sx/so || ♞♞♞♞♞♞♞ dark horse | black sheep ♞♞♞♞♞♞♞ || IG: @introvertnamedemily,INFJ INFP
528,1104307743811350533,SintLucas Student ✰ Dog lover ✰ INTP 6w5,INTP
529,1001427154729517059,INTJ ~ Melancholic ~ History Buff ~ Writer ~ Ex-agnostic ~ Futurist ~ #WritingCommunity ~ I consider myself a literal minded person and a perfectionist.,INTJ
530,761537210524971009,"INTJ | yo Axl, cool metal dude rock n' roll party do cocaine yeeaahh | inħobbok kim oħti ruħ tiegħi ❤",INTJ
531,35293768,"Stirring up trouble amongst #Packers fans on the internet since 1999. Good cop on @CheeseheadRadio. Chess, not checkers. Chaotic good ranger. #ENTP",ENTP
532,997944287387115520,"Recipe for Crazy | #Gemini Sun | #Virgo Moon | #Aquarius Ascendant | #Monkey | #ENTP |  

Basking in the grace of the gods and spreading love anywhere I can.",ENTP
533,726995634062905346,comedy bronze (infj 6w5),INFJ
534,3160465172,INTJ,INTJ
535,18488719,🇨🇦GenX. Sick of 2020. Building a hamster army. 🐹 Let’s talk turnip prices. #INFJ #GoPats #ACNH #BB22,INFJ
536,911080779941154817,"#INTP-A, #Scientist, BSc. Biotechhnology, 
          MSc. Applied Science. 
UCSI University",INTP
537,1139724048181542913,Źywe Bełaruś INFP LEO Classical Liberal Hufflepuff car and plane enthusiast Finding a way each day to defy the autistic and ADHD stereotypes. 🇧🇾💕🇺🇸 🤍❤️🤍,INFP
538,911108196378460160,"Random thoughts from an inherently odd, curious lass🤟🏼
♠️Misfit poet, world wanderer, likes genuine souls & good food.♥️ Be genteel. #Infp   👉🏼♣️=mine🐉🔥",INFP
539,190789378,🌙 The darkness has not understood it 🌞INFP-T,INFP
540,815372108,♓️ INTP 5w6 / VIP Hardcore,INTP
541,3342435436,infp/ 9w1/ Taurus & hungry,INFP
542,1136097178395512833,istj // enneagram 4w3 458 (idk instinctual variants someone help),ISTJ
543,1138019372805607424,Godless Ape | ENTP | Student,ENTP
544,481017526,"Coach of @Fariko Team Building, step 1&2 certified #MBTI practitioner, Creative Thinker, intimate #ENTP #FarikoHaiku #FarikoPIP",ENTP
545,957434027555938305,#maeña #INFP #EsperandoAmi #ESTJ #Dominicana #Nacionalista #Aguilucha #Soltera.,INFP ESTJ
546,958436479293952000,“You’re only given a little spark of madness. You mustn’t lose it.” -Robin Williams #justenfpthings,ENFP
547,45225653,INFJ 4w5 sx/so | ...with hair as dark as Guinness Stout and eyes as green as the hills of Éire. | #FreeAssange,INFJ
548,1096934855835860992,♏️☀️♎️🌙♋️⬆️ MBTI | Astrology 🌌 | INFJ 5w6 sp/so 📚 Bibliophile/Writer 📖 Wumbologist,INFJ
549,738111881911644160,"I’m just searching for some gillyweed. INFP 4w5 I love your dog and I love writing poetry, and I love your dog that writes poetry🌙📃🖊 🎶🦇☁️✨",INFP
550,1123581684308434944,"#UNCC Library Stacks Maintenance & MLIS Grad Student | Narcoleptic, INFJ, and anxiety-ridden 🙋🏻‍♀️",INFJ
551,228236940,#INTJ #6w5,INTJ
552,1131625625410834432,dtx • hairstylist • entp | 💍@deepreddude,ENTP
553,1079029509376991233,"Ravenclaw | CEO of @hurnpublication | INTJ (the mastermind) | Retired Chef
 #writingcommmunity #publisher",INTJ
554,1019781849323790336,My life’s greatest goal is to have a Jane Austen quote tattooed on my person. #Writer | #BookNerd | #Mom | #SciFi | #Denver | #INFJ | #Gamer | #Student,INFJ
555,1728584414,• brenau • slytherin • intp • she/her • ΑΓΔ • aspiring archivist/media historian • voldemort fanatic • ||-// • $sostockton,INTP
556,1084470552,24. Calvinist. Christian Nationalist. Cigar & Pipe Smoker. INFJ. Delta. Single.,INFJ
557,4848094725,she/her. your local twitter baba yaga and ne stan. has a skin-like finish. proudly powered by the moon. #INTP #5w6 sp/sx,INTP
558,1135807337011265537,"INFJ-T Male | 5w4 | INFJ Positivity & Mental Health account of @MarkSamuels. My heart is open, that's how my light gets out. #infj #infjmale #introvert #infj-t",INFJ
559,1240341450,some flavor of intj,INTJ
560,1570978591,#INFP I like nuanced opinions and I'm WAY too blunt in 140 characters. But still here to RT as merited and follow breaking news. #RIPSchumi,INFP
561,911279892863610880,Survived DV by martial artist/@dcd_Nexus-BrandManager hubby. Couns MS. INFJ reclaiming ID #socialjustice #NoDvInMartialArts #TrainSurvivorsNotPerpetrators #ptsd,INFJ
562,978094018088390656,Gemini♊️ | P150 Forex Trader 📲 | Vegan 🌱 👨🏽‍🍳 | Poet🗣| ENFJ/3w2 | Podcast Host | Vegan THC Edibles @LONNIESWANKSS,ENFJ
563,2443955640,"Maths teacher. Primal lifestyle, folk dance, piano, MBTI, personal growth, giftedness, internet integrity and brave new world. ENFP.",ENFP
564,2159880029,"Arts&Science, ICT&Programming, Food&Health, Neuro-/Psychology, isfp 4w3/estj 9w8",ISFP ESTJ
565,853234585613643776,"intp. sitcoms, mind-bending series, sexy zone, aimyon.",INTP
566,579029518,INFJ. She/her. Like cats. Addicted to caffeine and Johnny. I retweet a lot. Disappointment may happen if you follow.,INFJ
567,11360242,"NewsPeak/NewSpeak, ennUI/UX, Niels Bohr apologist. #quantum computers are the (particle&)wave of the future #Leftist  #INFJ #HistSTM #BlackLivesMatter she/her🌹",INFJ
568,1134466393087389703,"ISFJ | sp/soc 6w5-9w1-2w3 | Taurus Sun-Aries Moon-Sag Asc | Life science PhD | Completely immersed in heart, mind, body, and soul | Seeking mystical gnosis",ISFJ
569,301766452,"Perpetually confused. 
Never surprised. So long and thanks for all the fish. 42~ the “answer to the meaning of life, the universe, and everything”
#INFJ",INFJ
570,946524582516875264,"#INFJ~A, #LOVE, Empath, Truth-Seeker, Spiritual, Researcher/Writer, Psychology/Criminology. Trust your intuition.✨ I stand with President Donald J. Trump!🇺🇸",INFJ
571,741430581720977408,26 infp 9w1 sp/sx she/her bi leftist #blacklivesmatter,INFP
572,1133054377273413639,"Astrology and Psychology Interest,
Anime Addict,
INFP,
Cancer Sun ♋ Cancer Rising♋",INFP
573,1081602541933203456,Lover of Jesus | wife | mama | writer | ENFP,ENFP
574,4041043636,"infj/2w3. writer. engaged. advocate. (typical, right?)

I have an imaginary shark that I envision eating people when I am stressed. 2020 has been busy for him.",INFJ
575,1132309270588993536,INTP-A. 5w4. Gryffindor. Make up enthusiast. Writer. Absolute dork.,INTP
576,78346968,"They/Them. My life. Taurus. INFJ. LGBT 🏳️‍🌈 Never judge a book by its cover. Peace, Love, Unity, Respect.  

❤☯️🕉✌",INFJ
577,26082612,ESTJ • gemini • she/her • 🧡🤍💗,ESTJ
578,958479974234701824,"psychology, personality, gaming, overall geekery; M.S. in #iopsych; infj",INFJ
579,1030010149,"24, artist. I speak with my eyes. Avid inquirer of genetics. #infj #1w2 #so #christian #gamer #HSP #empath",INFJ
580,863607641662205952,Currently working on three books 😬 #INFJ #4w5 #WritingCommunity #writer 🤟🏽🤓🛰️,INFJ
581,354163163,"A whole mess INTP.
Part time dreamer, full time achiever.",INTP
582,3233525743,خطيئتك ليست اكبر من رحمة الله. #INTJ,INTJ
583,280406512,"Be truly glad, there is wonderful joy ahead!☝😊 Accentuate the positive; eliminate the negative. Jesus died for you and me. INFJ. 6w5.",INFJ
584,159226598,"ISFP MBTI here, Team Instinct and also a Magizoologist 🏳️‍🌈",ISFP
585,890748968879230976,#ENFP💓• 22 years-old • Biology Student👩🏻‍🎓• I don't approve anyone to steal my Tweets bc it belongs to me after all.😅📝•,ENFP
586,38803452,"💎 𝒷𝑒 𝓋𝒶𝓁𝓊𝒶𝒷𝓁𝑒 + 𝒷𝑒 𝓀𝒾𝓃𝒹 🔮 music maker, explorer, eclectic soul 💋 founder @looplicious & content creator @eddwp @affwp ⚡opinions=mine 🧠 #enfp",ENFP
587,1132022162947301379,"random dude with random interests. currently: pop personality (INtP, Neurotic, ennea tests: 9 over 5 over 4 .. idk)",INTP
588,94984263,ISFJ • LGBTQIA ally • coffee-chugging cat lady • weirdo • feminist • iskolar ng bayan • tweets are my own views •,ISFJ
589,23452121,ATLien. Libertarian. Falcon fanatic. ISTJ. 5w6. Makeup obsessed. A little weird. 🐙🐙🐙,ISTJ
590,865040700894662656,"Just another INFP on the internet with a lot of thoughts. Mostly just very interested in how people work. Enneagram 4w3, tritype 471 so/sx. EII-Ne. ♌️☀️♍️🌙♐️⬆️",INFP
591,1037140166912094208,"Christian, wife, mom, church member(ministers every member), daycare provider and arm chair MBTI expert and former teacher. ESTJ.",ESTJ
592,14467888,★ the runner up. ★ i like glitter. ★ ENFP 7w8 ★,ENFP
593,868397593675669505,"fine art @ chelsea, UAL -INFJ IEI 5w4 sp/so🌱 Ⓥ",INFJ
594,2812527307,"My life is sponsored by concerts, cats, sarcasm, and Starbucks. ENFP-T / 7w8 // just here to cause chaos",ENFP
595,2859009136,ENFP 7w8 - prefer OPS - FF Ne/Te PC/B(S) (self typed),ENFP
596,756854350891388933,"Capitán de los Piratas del #Branding.






































El Pirata de la #Singularidad | INTJ | 1w2       
Rebelde • Rey • Creador | Cuervo |",INTJ
597,115487985,Live love and loved. #narcabuserecovery Writer. Author Assistant. #writingcommunity ADHD. INFP. 4w5. Tabletop gamer. Awkward.,INFP
598,950094014392471553,#INFJ with a strong mind and a fragile heart 💕,INFJ
599,840517755682070528,"#INFP #AUW.

I got power, poison, pain and joy inside my DNA",INFP
600,3317265361,"Participant of life, observer of the masses. Clinical mental health. Cat mom. INFJ. 9w8 (954) sx/sp. IEI",INFJ
601,1103677607235735553,"Music librarian @somersetlib 🎼
Mental Health blogger at link below 🧠

Cheese fiend, dog mum, INFP, 6w7 & bookworm. All views my own.",INFP
602,14864189,"ENTJ mama and mastermind. Collaborator with professional geeks of all stripes. Sometimes nerdy, somewhat musical, always authentic. IMO.",ENTJ
603,51564901,"Lvl 24! Guia oficial de turisme.
Barceloní per Àvila.
Música! - Rock i metal simfònic.
☀Leo🌛Géminis ⏫ Virgo. INFP-T i de vegades INFP-A.",INFP
604,740687389,Be the light. Be the change. What’s uniquely yours to do? #infj #hsp #mbti #introvert #womensrights #resist #blacklivesmatter,INFJ
605,1167362592,Poet • Author • Writer • God knows what else • ENFP • 7w6 • Sun: ♑️ Moon: ♐️ Rising: ♊️ she/her,ENFP
606,4698205885,INFP 4w5. Cabin 7 and Proud Hufflepuff! Can be found wandering at sunrise and sunsets. Live for books and space 🌌 📚,INFP
607,986664812007440384,The twitter page concerning all things of the MBTI webcomic as well as the creators thereof. Just another way to interact with the fans. Run by the INFP writer.,INFP
608,2937570906,"Bi guy and model for @guybonemedia

ISTP 9 Sx/Sp",ISTP
609,1116784021088894976,INFP. Wife. Army vet. Perpetual learner. Praying/believing in a better future for all.,INFP
610,20986589,"ENFJ. Writer, baker, co-host of @goodeveningpod & @northbynerdwest podcasts. MSc grad @kingcollegelon. Can usually be found near books. He/him/his. 🏳️‍🌈",ENFJ
611,957560260960514048,"you are terrifying and strange and beautiful, something not everyone knows how to love • ENFP, IEE • 4w5, Sx/So, 479 • Witch • ♓️♏️♒️",ENFP
612,1606065486,Dreamer of improbable dreams. intp,INTP
613,57857614,"Architect | International Cooperation in Urban Development + Development Economics | ISFJ, 9w1 | ~ I might be an outlier in the boxplot.",ISFJ
614,220760593,"📢 Art, poetry, writing, film, music, Zen, yoga, spirituality & humor! #Author #Artist #Poet #Athlete #INFJ works©2010-20 🖊🎨🥋🎸 #WritingCommunity Namaste 🙏",INFJ
615,3549023593,"* Non-fiction Writer & Poet📝* Introvert😎* Mother💖* Separated😅* Autodidact📚*
#INFJ-T #4w3sx #love #writing #music #nature #Imagination #Ideas #Capricorn",INFJ
616,3320656782,Wife. Mommy. Blogger. Catholic. Traditional. Eclectic. Southern. Coastal. Retro. Nerd. Zebra. INFJ. I regret nothing.,INFJ
617,281549959,Novelist🌎 | ENTJ-A | Realism🧸 | Gamma Quadra🏹 | EI/EQ/EL | Strategist🗡️ | Virology🦠 | Matthew 5:48 | #MAGA | #KetoWarrior⚔️ | #BeBest🌻 | #Haiku🌹,ENTJ
618,1066762002440237057,"I, too, am fluent in silence.
INFP",INFP
619,15019405,Chief Evangelist @webfx. Your best friend-of-a-friend. ENTP,ENTP
620,726420640773840896,"✨Leave me alone, but also give me constant attention ✨INFP #hsp #resist",INFP
621,50987401,ISTP | @purrguava 💖,ISTP
622,1406432342,✨BLACK LIVES MATTER✨INTJ •• 6w5 •• sx/sp ••  she/her *the comments and views exhibited on this site by me are my own*,INTJ
623,1126903191449288704,Real INFJ in a world of fakers,INFJ
624,3323099076,"なんちゃって #ENTP 
英語の勉強中　なんなら話しかけて下さい🙃",ENTP
625,4748682194,"Faith, ASTROS, music, FRIENDS fanatic, INFJ, writing, Trump supporter, animal devotee ✝️🇨🇱⚾️🎧⛲️🏊🏻‍♀️✍🏻🇺🇸🐾 #Astros #Music #INFJ #4w5 #Trump",INFJ
626,1125235775229038592,"Naturalist ♢24 ♢INFP ♢Cat obsessed
♢ Botany ♢ Gemini ♢ Art ♢ Gaming 
♢ Night owl ♢ Stoner",INFP
627,1106733078435766273,"liminal

INTP 4w3",INTP
628,752357495331520512,"Originally INTP account (with hobby level interest in web development), but one day... everything changed when I turned into the Moon.",INTP
629,173307170,Doom and fuzzy rodents #cocktail #squirrel #writing INTP 📖 Tell me what makes the world beautiful and weird.,INTP
630,751304896087928833,"God played a joke on me by making me a brunette instead of a blonde . Domesticated hell hound #ENTJ #INTJ function stack: Te, 39.8/ Ni, 39.5/ Se, 29.5/ Fi, 27.3",ENTJ INTJ
631,1697795078,"I'm an INTP and I love Stranger Things, The Hunger Games, and Sherlock.",INTP
632,163833585,ENFP-T. Capricorn. Slipped into the 💎 life. 08.14.16 | 09.03.16 | 05.06.17 | 10.06.17 | 09.29.18 | 08.17.19 | 12.13.19 | 02.08.20,ENFP
633,1126121959929122816,"Guitar Man 🎸

Medical Interpreter

Car Fanatic

Bird of Prey Enthusiast

Up and coming king of push ups

ESFP, 3w4

Lets talk type. Bring It!",ESFP
634,18382072,cocktail curator + word enthusiast. MBTI certified • infj • she/her,INFJ
635,803766410614816768,INFJ 9w1 926 so/sx|23|USA|Bi|CNA|ARNG 92G|probably ADHD|Native ENG|B1 GER|Astronomy|Biology|Meteorology|Philosophy|Poet|I'm sorry™--Banner by @BlindVoid,INFJ
636,809838661768515584,"She/Her ☆ #ENFP ♒ 7w6 sp/sx 
#HSP Spirituality & Self Love ☆💕रागराज",ENFP
637,1075400250230259712,"1w2 so/sx • tritype 136 • ENFJ
~
hobbies include enneagram-typing TV characters",ENFJ
638,1031965927,"Some daily thoughts and opinions of an INFP. 9w1.

Gemini ☀️ | Aries 🌙 | Cancer 💫

she/her.",INFP
639,981975334634639361,"Ravings of a strange mind.
This gradual decent into madness wasn't as gradual as they said it would be.

Anything with🍃'tis mine.
Artist🎨Poet🌛ENFP♈


Taken",ENFP
640,1124732280709234690,#BLACKLIVESMATTER/ ISTP 6w5 Sx/Sp/ 25/ Register to Vote cause we ride at dawn bitches!,ISTP
641,1107585991290687488,"Dan. she/her. ISFJ. 6w5 sp/so | not exactly a typology account, more like a diary",ISFJ
642,1098850270283481089,black girl in a white world | mbti | infj life | atla | beyHIV | armie hammers next wife,INFJ
643,483714842,"Live in the moment ☀  INFJ 5w4 🎨🎭🎬🎥🎼 
https://t.co/jQsrqU6urc",INFJ
644,1122921220566024192,"Learning about MBTI and Gestalt therapy. Interested in all fine things in life, especially human beings. #isfp #hsp",ISFP
645,1122884322271297536,"enfp 4w3 sx/so who constantly wants to obsess and theorize over mbti and rats//

may also post on behalf of intj 5w4 sx partner",ENFP INTJ
646,1117666968746618881,Just exploring cognition. ENFP Sp/So 6w7 (💞 ISFJ 9w8) #local #actuallydyslexic #selfhateantivist,ENFP ISFJ
647,1122155434654224384,Goddess of science and feminism ✨ INTP-A ✨ Ravenclaw ✨ she/her,INTP
648,4335845178,"Freedom choice self-expression#Harry Potter fan. #INFP #HumanDesign #manifestinggenerator 
♍️♎️♑️",INFP
649,1009236704279126017,ENFJ//6w5,ENFJ
650,886954952920227840,"B2B Tech Copywriter. Founder, Filipino Remote Copywriters & The Tiny Seconds. INTJ. 8w9. ♎🇵🇭",INTJ
651,818923579878293504,✨Every single day is a chance to be the best version of yourself✨We owe it to ourselves & to the people in our liveves💖✨ #ENFP/Idealist Champion🤩,ENFP
652,714929327888928768,"#ENTJ, #SLE, #Enneagram 835 So/Sp, #MBTI Master Practitioner, #NLP Master Practitioner, #Socionics Diagnostician, #Entrepreneur, #Libertarian, #Independent",ENTJ
653,357142859,"LIE (ENTJ) 8w9 5w6 3w2 so/sp Millennial - Psychology, Tech, Finance, Economics, (Geo)Politics - Living by Golden Rule, Seeker of Truth, Allergic to Hypocrisy",ENTJ
654,1629494101,INFJ | IEI-Fe | 9w1 sx/sp (945) | h-EDS | Aries ☀️ Aquarius 🌙 Gemini ⤴️ | BLACK LIVES MATTER,INFJ
655,1110720589063426048,"INFJ | questioning 2w3 | as always, yours",INFJ
656,1114764263455952897,SLE (ESTP) 836 sx/so | The Midnight Rider | POYB,ESTP
657,2521271346,Type 9. ENFP. Ravenclaw. Wannabe peacemaker. Jesus follower. The only time I get on Twitter is in the middle of the night. 🦉,ENFP
658,3298638792,daydreamer & nightthinker ✨ INTP 😎 HATE IS ALWAYS FOOLISH AND LOVE IS ALWAYS WISE. ❤️ #bekind #nature #doctorwho #books #mbti #singing #drawing #thinking,INTP
659,818847599998410752,Interested in the science of the soul. Clinical Counseling MA student. #MBTI Practitioner. Typology. Wellness. Creativity. Christianity. #ENFJ. 🥰 @cruzmoves,ENFJ
660,436817332,"Tweets auto-deleted on a schedule. She/Her. HSP ISTJ SLI 9w1 963 Hiking, Photography, Yoga, Reading, Gators, Jaguars, Braves",ISTJ
661,1111707440842788865,Thoughts of an #ESFJ(Putting it all out there) and #ENTJ (Queen Tiger),ESFJ ENTJ
662,145213848,"Writer, transition coach + Jung/Myers-Briggs personality type practitioner, inspiring wholehearted self-leadership: INTJ, books, tarot, beach #quietwriting",INTJ
663,1110856125526827008,Something with letters on the MBTI (ENFP) | Something with numbers on the Enneagram (4w3)| Traveling a lot | Probably loving adventure more than I love myself.,ENFP
664,1108111165509566465,"she/her ENFP thoughts and art🎨
Probably bragging about my daughter because she's an ENFJ queen 💙💚
🏦🌈🏳️‍🌈
Taurus Sun 🌤️ Libra Moon 🌖 Pisces Rising 🎴",ENFP ENFJ
665,3799393752,"INFP || 9w1(946) ||SO/SP|| EII-Ne|| , brown desi trans woman  (She/They/Them), Zillenial anarchist,  demi-pansexual, and 100% Paranoid Android",INFP
666,1008524084215312384,"There's more to type than meets the eye. INFJ 
Certified MBTI practitioner & philosopher of life",INFJ
667,56901716,INFP who loves fervent emotion while hating passionate irrationality. A reverse Fannee Doolee,INFP
668,2976929320,"Kiwi-Canuck. INFP. EII. 9w1 sx/sp. Kitten foster. Loves insects, arachnids, bats, and reptiles. Ex-astrologer. Married a sexy scientist with a black belt.",INFP
